no,host,parasite,plant,isolate,inoc_date,into_pint,plant_lineage,lineage,imm_stage,imm_assay,imm_date,imm_weight,pup_date,eclo_date,death_date,death_stage,notes,eclosion_date,sex,weight_adult,tape_score,pupal_score,notes_adult,load,wing_area_mm2,length_mm,breath_mm,density,host_long,parasite_long2,plant_long2,longev,cycle_eclosion,cycle_larva,cycle_pupa,pre_mort,larv_mort,pupa_mort,crumpled,outcome,exclude,parasite2,mn_initial,mn_final,mn_diff,mn_max,G,P,S,O,Cdens,granulocytes,plasmatocytes,spheroids,oenocytoids
199,Q,M,T,M3,9/20/2020,9/22/2020,10,3+G11,2nd,Transcp,9/22/2020,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,Q,M,T,M3,9/21/2020,9/22/2020,11,7,5th,Blood/Transcp,9/27/2020,971.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,0.39025,0.35825,0.002399549,79,15,5,14,13162.5,0.699115044,0.132743363,0.044247788,0.123893805
201,Q,M,S,M1,9/19/2020,9/20/2020,8,G9,NA,NA,NA,NA,9/28/2020,10/6/2020,10/17/2020,adult,NA,10/6/2020,M,0.3651,5,1,NA,7500,681.483,44.513,23.7533,34.0187,Queen,Monarch,Swamp,11,17,9,8,0,0,0,0,1,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,Q,M,S,M1,9/19/2020,9/21/2020,7,7+G7,NA,NA,NA,NA,9/28/2020,10/7/2020,10/18/2020,adult,NA,10/7/2020,M,0.4136,0,NA,NA,NA,765.472,46.3548,25.4985,31.0917,Queen,Monarch,Swamp,11,18,9,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,Q,M,S,M1,9/19/2020,9/21/2020,9,G3+G8,NA,NA,NA,NA,9/27/2020,10/5/2020,10/12/2020,adult,NA,10/5/2020,M,0.2874,0,NA,NA,NA,605.66,41.4438,22.5212,36.2301,Queen,Monarch,Swamp,7,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,Q,M,S,M1,9/19/2020,9/20/2020,3,G22,5th,Blood/Transcp,9/26/2020,1081.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1605,1.7,1.5395,0.008031306,102,17,10,5,11700,0.76119403,0.126865672,0.074626866,0.037313433
205,Q,M,S,M1,9/19/2020,9/21/2020,5,G16,NA,NA,NA,NA,9/27/2020,10/4/2020,10/16/2020,adult,NA,10/4/2020,F,0.3228,0,NA,NA,NA,624.272,42.8028,22.9558,39.6645,Queen,Monarch,Swamp,12,15,8,7,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,Q,M,S,M1,9/19/2020,9/21/2020,5,G16,NA,NA,NA,NA,9/28/2020,10/6/2020,10/16/2020,adult,NA,10/6/2020,F,0.3104,0,NA,NA,NA,730.646,45.6946,24.9644,37.9027,Queen,Monarch,Swamp,10,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,Q,M,S,M1,9/19/2020,9/20/2020,11,7,NA,NA,NA,NA,9/27/2020,NA,9/30/2020,pupa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,8,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,Q,M,S,M1,9/19/2020,9/20/2020,11,7,NA,NA,NA,NA,9/27/2020,10/5/2020,10/13/2020,adult,NA,10/5/2020,F,0.3211,0,NA,NA,NA,712.5,44.0269,24.9348,37.7691,Queen,Monarch,Swamp,8,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,Q,M,S,M1,9/20/2020,9/22/2020,18,G47,2nd,Transcp,9/22/2020,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,Q,M,S,M1,9/20/2020,9/21/2020,16,G6+G9,2nd,Transcp,9/22/2020,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,Q,M,S,M1,9/20/2020,9/21/2020,8,G9,NA,NA,NA,NA,9/28/2020,10/6/2020,10/21/2020,adult,NA,10/6/2020,M,0.3876,0,NA,NA,NA,726.894,44.8591,25.2447,35.517,Queen,Monarch,Swamp,15,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,Q,M,S,M1,9/20/2020,9/22/2020,1,G3+G8,2nd,Transcp,9/22/2020,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,Q,M,S,M1,9/21/2020,9/23/2020,16,G6+G9,NA,NA,NA,NA,9/30/2020,10/8/2020,10/19/2020,adult,NA,10/8/2020,M,0.3863,0,NA,NA,NA,734.913,46.3229,24.6887,36.0012,Queen,Monarch,Swamp,11,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,Q,M,S,M2,9/19/2020,9/20/2020,7,7+G7,NA,NA,NA,NA,9/27/2020,10/6/2020,10/18/2020,adult,NA,10/6/2020,M,0.3757,0,NA,NA,NA,731.246,45.1757,24.926,33.4973,Queen,Monarch,Swamp,12,17,8,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,Q,M,S,M2,9/19/2020,9/20/2020,7,7+G7,NA,NA,NA,NA,9/26/2020,10/4/2020,10/15/2020,adult,NA,10/4/2020,F,0.3231,0,NA,NA,NA,663.66,42.755,23.9191,38.1588,Queen,Monarch,Swamp,11,15,7,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,Q,M,S,M2,9/19/2020,9/20/2020,8,G9,5th,Blood/Transcp,9/26/2020,783.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1055,1.36425,1.25875,0.008217206,72,6,35,3,9562.5,0.620689655,0.051724138,0.301724138,0.025862069
217,Q,M,S,M2,9/19/2020,9/20/2020,6,8+G13,NA,NA,NA,NA,9/26/2020,10/4/2020,10/14/2020,adult,NA,10/4/2020,F,0.294,0,NA,NA,NA,706.322,43.246,24.3562,39.5546,Queen,Monarch,Swamp,10,15,7,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,Q,M,S,M2,9/19/2020,9/20/2020,2,G5,5th,Blood/Transcp,9/26/2020,1023.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07475,2.3465,2.27175,0.018543656,91,31,6,2,25200,0.7,0.238461538,0.046153846,0.015384615
219,Q,M,S,M2,9/19/2020,9/21/2020,9,G3+G8,NA,NA,NA,NA,9/28/2020,10/6/2020,10/15/2020,adult,NA,10/6/2020,F,0.2856,0,NA,NA,NA,604.073,41.4442,22.3234,35.1459,Queen,Monarch,Swamp,9,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,Q,M,S,M2,9/19/2020,9/20/2020,5,G16,5th,Blood/Transcp,9/26/2020,976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,1.5475,1.4725,0.005705226,82,33,14,6,13237.5,0.607407407,0.244444444,0.103703704,0.044444444
221,Q,M,S,M2,9/19/2020,9/21/2020,5,G16,NA,NA,NA,NA,10/3/2020,NA,10/9/2020,pupa,caterpillar growing slowly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,14,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,Q,M,S,M2,9/20/2020,9/21/2020,8,G9,2nd,Transcp,9/22/2020,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,Q,M,S,M2,9/20/2020,9/22/2020,11,7,NA,NA,NA,NA,9/29/2020,10/8/2020,10/18/2020,adult,NA,10/8/2020,M,0.3247,0,NA,NA,NA,718.036,45.234,24.7347,33.7528,Queen,Monarch,Swamp,10,18,9,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,Q,M,S,M2,9/20/2020,9/21/2020,3,G22,NA,NA,NA,NA,9/28/2020,10/6/2020,10/17/2020,adult,NA,10/6/2020,F,0.3109,0,NA,NA,NA,720.364,43.7352,24.8137,35.8203,Queen,Monarch,Swamp,11,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,Q,M,S,M2,9/20/2020,9/22/2020,16,G6+G9,NA,NA,NA,NA,9/29/2020,10/7/2020,10/21/2020,adult,NA,10/7/2020,M,0.3433,0,NA,NA,NA,661.566,43.9479,24.0659,32.36,Queen,Monarch,Swamp,14,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,Q,M,S,M2,9/21/2020,9/23/2020,14,G16,NA,NA,NA,NA,9/30/2020,10/8/2020,10/23/2020,adult,NA,10/8/2020,M,0.3526,0,NA,NA,NA,697.859,44.8053,24.6366,35.8243,Queen,Monarch,Swamp,15,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,Q,M,S,M3,9/19/2020,9/20/2020,8,G9,5th,Blood/Transcp,9/26/2020,949.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12425,2.82175,2.6975,0.01951224,117,32,34,7,19275,0.615789474,0.168421053,0.178947368,0.036842105
228,Q,M,S,M3,9/19/2020,9/20/2020,3,G22,NA,NA,NA,NA,9/28/2020,10/7/2020,10/19/2020,adult,NA,10/7/2020,M,0.3756,0,NA,NA,NA,743.553,45.1128,25.3619,34.1807,Queen,Monarch,Swamp,12,18,9,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,Q,M,S,M3,9/19/2020,9/20/2020,5,G16,NA,NA,NA,NA,9/27/2020,10/5/2020,10/21/2020,adult,NA,10/5/2020,M,0.3666,0,NA,NA,NA,727.162,45.2038,25.2435,33.0629,Queen,Monarch,Swamp,16,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,Q,M,S,M3,9/19/2020,9/20/2020,9,G3+G8,NA,NA,NA,NA,9/26/2020,10/4/2020,10/14/2020,adult,NA,10/4/2020,F,0.2652,0,NA,NA,NA,548.434,39.1041,21.6191,41.4142,Queen,Monarch,Swamp,10,15,7,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,Q,M,S,M3,9/19/2020,9/20/2020,11,7,5th,Blood/Transcp,9/26/2020,1037.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07575,2.44675,2.371,0.015376158,83,37,10,2,17875,0.628787879,0.28030303,0.075757576,0.015151515
232,Q,M,S,M3,9/19/2020,9/20/2020,4,10+G20,NA,NA,NA,NA,9/28/2020,10/7/2020,10/14/2020,adult,NA,10/7/2020,F,NA,0,NA,"Crumpled, bulgy abdomen",NA,534.477,40.1045,20.3894,33.9039,Queen,Monarch,Swamp,7,18,9,9,0,0,0,1,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,Q,M,S,M3,9/19/2020,9/20/2020,7,7+G7,NA,NA,NA,NA,9/28/2020,NA,10/7/2020,pupa,possibly infected; death date on pint recorded as 10/8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,9,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,Q,M,S,M3,9/19/2020,9/21/2020,7,7+G7,5th,Blood/Transcp,9/26/2020,1134.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05175,0.378,0.32625,0.001719452,83,12,15,6,10100,0.715517241,0.103448276,0.129310345,0.051724138
235,Q,M,S,M3,9/20/2020,9/21/2020,10,3+G11,2nd,Transcp,9/22/2020,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,Q,M,S,M3,9/20/2020,9/22/2020,1,G3+G8,NA,NA,NA,NA,9/29/2020,10/7/2020,10/18/2020,adult,NA,10/7/2020,M,0.3159,0,1,Check pupal score,NA,581.871,40.4627,22.1541,35.0664,Queen,Monarch,Swamp,11,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,Q,M,S,M3,9/20/2020,9/21/2020,8,G9,2nd,Transcp,9/22/2020,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,Q,M,S,M3,9/20/2020,9/22/2020,11,7,NA,NA,NA,NA,9/29/2020,10/7/2020,10/20/2020,adult,NA,10/7/2020,M,0.4276,0,NA,NA,NA,760.289,46.7389,24.9991,34.9123,Queen,Monarch,Swamp,13,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,Q,M,S,M3,9/20/2020,9/22/2020,5,G16,NA,NA,NA,NA,9/30/2020,10/9/2020,10/23/2020,adult,NA,10/9/2020,M,0.3383,0,NA,NA,NA,610.392,39.3714,23.3554,41.1594,Queen,Monarch,Swamp,14,19,10,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,Q,M,S,M3,9/21/2020,9/24/2020,1,G3+G8,2nd,Transcp,9/24/2020,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,Q,C,T,Control,9/21/2020,9/22/2020,10,3+G11,NA,Blood/Transcp,NA,NA,NA,NA,NA,NA,Did get hemolymph,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0855,2.19825,2.11275,0.012699074,93,34,6,3,23850,0.683823529,0.25,0.044117647,0.022058824
242,Q,C,T,Control,9/21/2020,9/22/2020,16,G6+G9,3rd,Transcp,9/23/2020,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,Q,C,T,Control,9/21/2020,9/22/2020,11,7,5th,Blood/Transcp,9/26/2020,922.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,1.232,1.183,0.005315987,93,13,5,7,31525,0.788135593,0.110169492,0.042372881,0.059322034
244,Q,C,T,Control,9/21/2020,9/23/2020,14,G16,2nd,Transcp,9/23/2020,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,Q,C,T,Control,9/21/2020,9/23/2020,1,G3+G8,2nd,Transcp,9/23/2020,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,Q,C,T,Control,9/21/2020,9/23/2020,16,G6+G9,3rd,Transcp,9/23/2020,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,Q,C,T,Control,9/21/2020,9/22/2020,12,10+G20,3rd,Transcp,9/23/2020,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,Q,C,T,Control,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/29/2020,10/8/2020,10/20/2020,adult,NA,10/8/2020,M,0.4332,0,NA,NA,NA,831.824,48.6513,26.3147,34.502,Queen,Control,Tropical,12,17,8,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,Q,C,T,Control,9/21/2020,9/23/2020,14,G16,2nd,Transcp,9/23/2020,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,Q,C,T,Control,9/21/2020,9/22/2020,1,G3+G8,3rd,Transcp,9/23/2020,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,Q,C,S,Control,9/21/2020,9/22/2020,10,3+G11,NA,NA,NA,NA,9/30/2020,10/8/2020,10/19/2020,adult,NA,10/8/2020,M,0.3003,0,NA,NA,NA,618.686,42.7227,22.5591,37.7703,Queen,Control,Swamp,11,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,Q,C,S,Control,9/21/2020,9/22/2020,16,G6+G9,NA,NA,NA,NA,9/28/2020,10/6/2020,10/16/2020,adult,NA,10/6/2020,F,0.312,0,NA,NA,NA,681.158,43.0573,24.2981,31.8986,Queen,Control,Swamp,10,15,7,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,Q,C,S,Control,9/21/2020,9/23/2020,12,10+G20,3rd,Transcp,9/23/2020,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,Q,C,S,Control,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/30/2020,10/8/2020,10/19/2020,adult,NA,10/8/2020,M,0.3939,0,NA,NA,NA,715.497,44.3952,24.6783,38.1503,Queen,Control,Swamp,11,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,Q,C,S,Control,9/21/2020,9/24/2020,18,G47,2nd,Transcp,9/24/2020,6.5,NA,NA,NA,NA,Ate 90% of leaf inoculum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,Q,C,S,Control,9/21/2020,9/23/2020,14,G16,2-3rd,Transcp,9/23/2020,14.1,NA,NA,NA,NA,Instar not recorded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Q,C,S,Control,9/21/2020,9/22/2020,1,G3+G8,5th,Blood/Transcp,9/28/2020,702.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1135,2.953,2.8395,0.017519037,82,66,11,2,14962.5,0.50931677,0.409937888,0.068322981,0.01242236
258,Q,C,S,Control,9/21/2020,9/22/2020,18,G47,3rd,Transcp,9/23/2020,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,Q,C,S,Control,9/21/2020,9/23/2020,14,G16,NA,Transcp,9/23/2020,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,Q,C,S,Control,9/21/2020,9/23/2020,1,G3+G8,3rd,Transcp,9/23/2020,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,Q,Q,T,Q1,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/28/2020,10/6/2020,10/9/2020,adult,Without red in tubercules,10/6/2020,F,0.3345,NA,4,NA,1327500,750.048,45.2367,24.9954,40.64,Queen,Queen,Tropical,3,15,7,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,Q,Q,T,Q1,9/21/2020,9/22/2020,8,G9,NA,NA,NA,NA,9/28/2020,10/6/2020,10/9/2020,adult,NA,10/6/2020,F,0.2637,NA,2,Check pupal score,1240000,637.982,42.8015,23.0049,36.2091,Queen,Queen,Tropical,3,15,7,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,Q,Q,T,Q1,9/21/2020,9/22/2020,4,10+G20,NA,NA,NA,NA,10/1/2020,10/9/2020,10/15/2020,adult,NA,10/9/2020,M,0.3603,NA,4,NA,1487500,681.461,44.0325,24.9801,39.7241,Queen,Queen,Tropical,6,18,10,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,Q,Q,T,Q2,9/21/2020,9/22/2020,11,7,5th,Blood/Transcp,9/26/2020,1139.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,0.622,0.585,0.003354713,108,19,12,1,14175,0.771428571,0.135714286,0.085714286,0.007142857
265,Q,Q,T,Q2,9/21/2020,9/23/2020,16,G6+G9,NA,NA,NA,NA,10/3/2020,10/11/2020,10/15/2020,adult,NA,10/11/2020,F,0.3464,NA,4,NA,1418750,704.086,44.5396,24.5118,34.4472,Queen,Queen,Tropical,4,20,12,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,Q,Q,T,Q2,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/30/2020,10/8/2020,10/17/2020,adult,NA,10/8/2020,M,0.3397,NA,2,NA,387500,687.132,44.3607,24.1875,33.5381,Queen,Queen,Tropical,9,17,9,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,Q,Q,T,Q3,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/29/2020,10/7/2020,10/12/2020,adult,NA,10/7/2020,F,0.3048,NA,3,NA,862500,722.931,44.8579,24.6269,37.934,Queen,Queen,Tropical,5,16,8,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,Q,Q,T,Q3,9/21/2020,9/23/2020,16,G6+G9,NA,NA,NA,NA,10/1/2020,10/10/2020,10/16/2020,adult,NA,10/10/2020,M,0.3359,NA,2,NA,435000,715.674,45.2428,24.432,34.2152,Queen,Queen,Tropical,6,19,10,9,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,Q,Q,T,Q3,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/30/2020,10/7/2020,10/13/2020,adult,NA,10/7/2020,F,0.2815,NA,2,NA,462500,667.462,42.7181,23.824,40.0713,Queen,Queen,Tropical,6,16,9,7,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
